Interaction_ID,Record_Version,Customer_ID,Product_ID,Event_Time,Available_At,Updated_At,Interaction_Type,Summary_Text,Next_Action,Record_Status,Source_System,Sales_Rep_ID
INT-0000501,1,C_150182,,2021-09-03,2021-09-04,2021-09-04,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0692.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000502,1,C_150182,,2021-10-17,2021-10-17,2021-10-17,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0694.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000503,1,C_150182,P_989949,2021-09-16,2021-09-18,2021-09-18,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0696.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000504,1,C_150182,,2021-02-10,2021-02-10,2021-02-10,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0698.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000505,1,C_152040,,2020-10-30,2020-11-01,2020-11-01,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000506,1,C_152040,P_RARE_Product_Family_03,2021-02-09,2021-02-10,2021-02-10,وصول مطالبات,مشتری برنامه تسویه مرحله,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000507,1,C_152040,P_RARE_Product_Family_04,2020-08-29,2020-08-29,2020-08-29,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0691.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000508,1,C_152040,P_376553,2021-01-01,2021-01-02,2021-01-02,وصول مطالبات,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000508,2,C_152040,P_376553,2021-01-01,2021-01-02,2021-01-05,وصول مطالبات,زمان,ارسال نمونه,اصلاح,CRM_ACTIVITIES,REP-001
INT-0000509,1,C_152040,P_RARE_Product_Family_03,2021-02-14,2021-02-14,2021-02-14,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0695.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000510,1,C_152471,P_688772,2021-04-10,2021-04-11,2021-04-11,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0692.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000511,1,C_152471,P_688772,2021-04-13,2021-04-15,2021-04-15,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0694.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000512,1,C_152471,P_688772,2021-01-24,2021-01-24,2021-01-24,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0696.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000513,1,C_152471,P_688772,2021-02-17,2021-02-18,2021-02-18,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0698.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000514,1,C_152471,,2021-03-08,2021-03-10,2021-03-10,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0702.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000515,1,C_155853,,2020-06-11,2020-06-11,2020-06-11,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0697.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000516,1,C_155853,P_RARE_Product_Family_05,2020-04-28,2020-04-29,2020-04-29,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0701.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000517,1,C_155853,P_RARE_Product_Family_05,2020-05-29,2020-05-31,2020-05-31,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0703.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000518,1,C_155853,P_RARE_Product_Family_05,2020-06-29,2020-06-29,2020-06-29,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0705.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000519,1,C_155853,,2020-05-16,2020-05-17,2020-05-17,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0708.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000520,1,C_155990,,2021-10-17,2021-10-17,2021-10-17,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0704.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000521,1,C_155990,P_626774,2020-03-05,2020-03-07,2020-03-07,وصول مطالبات,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000522,1,C_155990,P_RARE_Product_Family_03,2021-04-26,2021-04-28,2021-04-28,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0709.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000523,1,C_155990,,2020-03-06,2020-03-07,2020-03-07,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 0712.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000524,1,C_155990,,2020-10-16,2020-10-18,2020-10-18,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000525,1,C_155990,,2021-01-26,2021-01-27,2021-01-27,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0719.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000526,1,C_155990,P_RARE_Product_Family_03,2020-04-04,2020-04-05,2020-04-05,پیگیری سفارش,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000527,1,C_155990,P_RARE_Product_Family_03,2020-06-17,2020-06-17,2020-06-17,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0725.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000528,1,C_159514,P_RARE_Product_Family_01,2021-02-26,2021-02-27,2021-02-27,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000529,1,C_159514,,2020-11-22,2020-11-22,2020-11-22,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0719.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000530,1,C_159514,P_RARE_Product_Family_01,2021-01-29,2021-01-31,2021-01-31,پیگیری سفارش,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000530,2,C_159514,P_RARE_Product_Family_01,2021-01-29,2021-01-31,2021-02-02,پیگیری سفارش,زمان,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-005
INT-0000531,1,C_159514,,2021-04-05,2021-04-05,2021-04-05,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0725.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000532,1,C_159514,P_031127,2021-03-11,2021-03-11,2021-03-11,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0726. اطلاعات تکمیلی در نسخه دوم ثبت شد.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000533,1,C_160952,P_725327,2020-03-31,2020-04-01,2020-04-01,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0724.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000534,1,C_160952,P_628091,2020-01-12,2020-01-12,2020-01-12,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0726.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000535,1,C_160952,P_725327,2020-05-06,2020-05-07,2020-05-07,پیگیری سفارش,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000536,1,C_160952,,2020-04-18,2020-04-19,2020-04-19,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0729.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000537,1,C_160952,P_725327,2020-05-26,2020-05-28,2020-05-28,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000538,1,C_164398,P_383500,2020-02-12,2020-02-12,2020-02-12,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0728.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000539,1,C_164398,P_383500,2020-03-14,2020-03-15,2020-03-15,وصول مطالبات,مشتری برنامه تسویه مرحله,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000540,1,C_164398,,2020-02-12,2020-02-12,2020-02-12,پیگیری سفارش,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000541,1,C_164398,P_383500,2020-03-27,2020-03-29,2020-03-29,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0738.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000541,2,C_164398,P_383500,2020-03-27,2020-03-29,2020-04-03,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0738. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-001
INT-0000542,1,C_164398,P_383500,2020-02-25,2020-02-26,2020-02-26,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0739.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000543,1,C_164510,P_787809,2021-05-06,2021-05-06,2021-05-06,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0736.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000544,1,C_164510,P_787809,2020-11-30,2020-12-02,2020-12-02,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0738. اطلاعات تکمیلی در نسخه دوم ثبت شد.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000545,1,C_164510,,2020-05-15,2020-05-16,2020-05-16,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0740.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000546,1,C_164510,,2020-12-13,2020-12-13,2020-12-13,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0742.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000547,1,C_164510,P_487868,2021-07-22,2021-07-24,2021-07-24,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0744.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000548,1,C_167944,P_RARE_Product_Family_05,2022-01-08,2022-01-09,2022-01-09,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0741.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000549,1,C_167944,P_RARE_Product_Family_05,2021-12-08,2021-12-08,2021-12-08,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0743.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000550,1,C_167944,,2022-01-15,2022-01-17,2022-01-17,وصول مطالبات,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000551,1,C_167944,,2021-12-09,2021-12-09,2021-12-09,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0748.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000552,1,C_167944,P_RARE_Product_Family_05,2022-01-09,2022-01-10,2022-01-10,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0750.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000553,1,C_169164,P_RARE_Product_Family_01,2022-04-22,2022-04-24,2022-04-24,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0746.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000554,1,C_169164,,2022-04-30,2022-05-01,2022-05-01,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000555,1,C_169164,P_RARE_Product_Family_01,2022-05-31,2022-06-02,2022-06-02,وصول مطالبات,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000556,1,C_169164,P_RARE_Product_Family_01,2022-04-17,2022-04-17,2022-04-17,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0756.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000557,1,C_169164,P_RARE_Product_Family_01,2022-05-18,2022-05-19,2022-05-19,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0760.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
